"Notes"	"Age"	"Age Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"7 years"	"7"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	1450781
	"7 years"	"7"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	1445525
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	275259
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	274302
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	288311
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	296127
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	308508
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	322562
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	342950
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	352433
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	355133
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	357017
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	355750
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	344463
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	336757
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	324810
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	320747
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	322405
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	320668
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	325667
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	338018
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	330683
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	328888
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	333281
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	337921
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	344179
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	355978
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	357325
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	348732
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	349074
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	353209
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	352308
	"7 years"	"7"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	352949
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	1503604
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	1474111
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	1524153
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	1532028
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	1532534
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	1549755
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	1583692
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	1658399
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	1666743
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1656067
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1625269
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1591776
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1583649
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1560742
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1524178
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1516525
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1519638
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1541310
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1592307
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1570102
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1578622
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1591820
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	1585936
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	1590745
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	1597412
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	1587276
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	1540536
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	1541930
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	1542864
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	1519025
	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	1513381
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	261229
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	263169
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	263866
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	277216
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	285375
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	297913
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	313035
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	333206
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	343942
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	346735
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	347933
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	344100
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	335779
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	327031
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	316384
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	312005
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	313274
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	312457
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	317284
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	330035
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	322626
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	319284
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	323356
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	327470
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	335349
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	344394
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	348596
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	339554
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	338770
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	341719
	"8 years"	"8"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	340607
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	1374682
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	1381334
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	1359822
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	1413218
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	1424517
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	1432200
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	1454127
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	1490718
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	1565694
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1580404
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1573492
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1539985
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1510794
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1501672
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1481870
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1453181
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1443420
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1447228
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1467149
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1523850
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1499734
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1509526
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	1521047
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	1514416
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	1518282
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	1529562
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	1520871
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	1477740
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	1478866
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	1472805
	"8 years"	"8"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	1452754
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	267382
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	270253
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	270333
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	285083
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	293408
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	306454
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	321400
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	342796
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	353304
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	356574
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	357673
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	357114
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	346068
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	338554
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	326708
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	322943
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	324681
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	323192
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	328307
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	340914
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	332913
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	329792
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	334154
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	338861
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	345180
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	357075
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	358695
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	349974
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	350141
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	354161
	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	353050
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	1448529
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	1455474
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	1433819
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	1489266
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	1502187
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	1507791
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	1531250
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	1571729
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	1652055
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1666306
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1654995
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1625588
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1592561
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1584488
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1561872
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1526152
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1519596
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1523057
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1545373
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1596773
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1571429
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1580662
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	1593856
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	1588302
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	1593769
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	1600817
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	1591085
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	1544248
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	1545192
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	1545010
	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	1520939
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	276938
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	287127
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	287008
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	285498
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	297265
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	303370
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	314333
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	327442
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	345885
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	353796
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	352342
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	349695
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	346347
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	338391
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	329919
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	319687
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	315697
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	317257
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	316710
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	321956
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	332388
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	323588
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	320381
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	324447
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	328631
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	336456
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	345715
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	349789
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	340551
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	339656
	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	342422
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	1433613
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	1465181
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	1465010
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	1435740
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	1483113
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	1486165
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	1486972
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	1502635
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	1532124
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1599629
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1600844
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1575750
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1543860
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1516025
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1508398
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1490704
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1464211
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1456112
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1461865
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1483902
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1533891
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1502562
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	1512186
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	1523986
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	1517560
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	1521675
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	1533054
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	1524272
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	1480930
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	1480929
	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	1474595
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	283965
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	294809
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	295799
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	293637
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	306878
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	313123
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	324593
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	337765
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	357442
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	365110
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	364226
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	359706
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	359739
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	349135
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	341986
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	330697
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	327326
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	329493
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	328353
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	333935
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	344356
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	333833
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	330755
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	335029
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	339811
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	346284
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	358314
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	359902
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	351086
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	351182
	"9 years"	"9"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	354884
	"9 years"	"9"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	1516098
	"9 years"	"9"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	1547898
	"9 years"	"9"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	1547479
	"9 years"	"9"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	1517073
	"9 years"	"9"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	1565790
	"9 years"	"9"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	1569865
	"9 years"	"9"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	1567495
